scorer,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000
bodyparts,LHand,LHand,LHand,RHand,RHand,RHand,RFinger1,RFinger1,RFinger1,RFinger2,RFinger2,RFinger2,RFinger3,RFinger3,RFinger3,RFinger4,RFinger4,RFinger4,LFinger1,LFinger1,LFinger1,LFinger2,LFinger2,LFinger2,LFinger3,LFinger3,LFinger3,LFinger4,LFinger4,LFinger4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
129,237.5140543,400.4216697,0.999999046,210.7451072,561.0614209,1,232.1979356,542.8617735,1,233.2553878,557.651911,1,233.443579,569.8870258,1,225.0366993,580.6759253,1,229.4125352,380.1710537,0.999999166,216.3535194,396.5290204,0.999999762,218.54843,410.3153726,0.999999046,231.5169888,419.7335438,1
130,240.5167949,414.2484326,0.999998689,210.6577373,570.0020308,1,232.5342836,553.5367692,0.999999881,233.9547086,568.914866,1,231.3786092,579.8914433,1,221.6359426,590.0502303,0.999999881,232.4441729,392.7105412,0.999999404,219.0114946,411.2276675,0.999999285,221.9081358,424.4358044,0.999999881,234.2677004,432.7382786,1
131,245.8408198,430.2016358,0.999999881,213.7422017,573.92022,1,239.098902,567.040834,0.999999046,237.3445393,581.445998,1,233.3367796,591.8249657,0.999996543,223.0859189,599.0488064,0.999960423,235.8277602,410.3546257,0.99999845,224.269156,429.2297223,0.999999404,228.2877817,443.3418967,1,239.1618154,450.7823869,1
132,258.2092602,445.3433224,0.999999881,219.6726397,579.9866379,0.999999881,239.5296273,575.8134365,0.999998689,239.5896349,591.0239673,0.99999702,231.2305813,599.6106691,0.996466637,221.5485759,604.6786932,0.919795036,242.4107802,427.9694727,0.99998951,234.6648762,447.2133732,0.999999881,240.039598,459.5068531,0.999999881,249.5450592,466.5584913,1
133,273.0700238,469.2432195,0.999999881,217.497684,578.0197296,1,242.679649,579.6424903,0.999985456,238.5981607,592.4398448,0.999994874,229.3167429,603.309828,0.972825468,216.2226093,604.1355861,0.959089279,255.3017759,453.2125936,0.999996185,248.5156727,471.0689833,0.999999881,254.6609023,483.8793862,1,266.1157708,490.6126831,0.999999881
134,279.7071745,490.5571556,0.999999762,202.7346015,553.6515107,1,227.3807034,557.5096487,0.999999881,224.3762748,571.4172753,0.999999881,216.0324683,579.6474996,1,198.4760127,575.4558864,0.999999404,263.3561239,474.5897154,0.999990702,257.0057409,492.5370617,0.999999881,261.001194,506.4443862,0.999999881,269.462709,512.3816345,0.999999881
135,272.8362348,500.5322908,0.999999881,168.5410609,485.2962292,1,194.4928383,487.5836296,0.999987721,193.6209078,495.9300251,0.999999762,186.0572152,506.4014142,1,174.6586199,512.076607,0.999999881,259.1811194,480.5815907,0.999999881,246.0304158,502.3158286,1,251.6368155,517.8961923,1,262.1341884,524.0114751,0.999999642
136,255.8981981,510.563935,0.999997377,142.4581141,404.0328857,0.999908209,163.8764651,406.3540983,0.999970913,160.0047913,408.5945101,0.999755323,154.5925183,412.0630415,0.99377352,153.6791029,420.0779748,0.99485743,247.8179786,491.498485,0.999998689,233.4007459,512.0805144,0.999999404,236.7695357,526.9125917,0.999999642,245.8557535,533.720435,1
137,243.3408327,527.4043794,0.999999404,131.9635483,354.5760806,0.99999094,151.9128342,343.2740355,0.999992728,147.3635284,341.2680174,0.999999881,140.0143719,349.9929473,0.999999642,139.2330941,360.7897933,0.999999762,233.9981036,507.9651555,0.999999881,220.7095585,528.5282967,0.999999881,223.8579872,543.157444,0.999999523,232.5855031,550.0318017,0.999999642
138,235.3845184,536.4376421,0.999997497,155.2881414,326.4716067,0.998755336,168.3697979,304.9598832,0.999977946,161.6759155,303.1583228,0.999997616,154.3939309,312.4139686,0.999999881,157.0006773,326.2526765,0.999999642,225.0745573,518.6712165,1,211.6576398,536.1295528,0.999999523,214.6083963,551.7254725,0.999999762,223.4423096,559.5600538,0.999997973
139,226.2175865,542.4957936,0.999999285,175.7031913,310.791019,0.999960184,183.4198914,287.3333044,0.999999404,172.2061484,285.6008672,0.999999285,167.5817149,294.8047681,0.999999642,166.3843005,310.2235405,0.999999762,217.1101081,526.0506837,0.999999642,205.0788496,542.220273,0.99999845,206.145695,556.0846846,0.999998569,215.2007394,563.2493218,0.999999881
140,221.5092573,545.5305493,0.999997497,190.2556055,309.6805825,1,197.1931396,278.7695003,0.999998212,188.2829821,280.2392001,0.999999404,180.7118261,291.8570819,0.999999881,178.3627616,309.9027457,0.999999762,212.9741297,527.9917779,0.999994397,199.2109785,544.1133788,0.999999881,201.4712667,558.8766637,0.999998569,208.573658,566.6977129,0.999999762
141,214.9078624,550.3626776,0.999999523,194.2611725,324.7046732,0.999998689,212.8490841,291.4447207,0.957640946,216.7477119,299.9658192,0.999996781,216.9397936,318.5205238,0.999772727,203.9531574,341.8859679,0.999987841,205.76298,534.0573349,0.999997616,193.1605015,550.6803899,0.999998808,196.1940879,565.5188318,0.999999881,204.2491197,571.2225721,0.999999642
142,210.6955172,559.0150452,0.999996305,196.3746493,333.3864391,1,212.1703152,310.0465806,1,224.8736145,326.4126582,0.999997497,224.4249816,339.3742857,1,206.81443,354.8274238,0.999999762,199.5576305,543.6262703,0.999986529,188.2450724,559.8856745,0.999999046,190.547982,574.5230179,0.999996185,199.1872971,580.2664168,0.999999762
143,207.2681239,565.8309104,0.999999166,193.1896257,346.3491236,0.999999762,207.7823091,321.8424022,0.999999523,224.5783491,338.0657659,0.999978304,225.1124163,352.3660703,0.999994278,205.0723457,367.3436007,0.999999404,194.9217353,550.3370302,0.999809325,183.0409281,567.2908123,0.999999642,187.1811177,582.2064736,0.999999881,195.6712159,586.9773374,0.999999762
144,203.7879905,576.6969948,0.999999642,186.945048,365.7582474,1,212.6459818,341.1260809,0.999994755,219.524264,356.1109463,0.999999881,217.2244129,373.5286183,0.999999881,201.2352653,383.1816947,1,189.3879945,562.3767343,0.989366472,182.0355866,579.089702,1,185.6793857,593.4682159,0.999999642,199.2262402,595.5357002,0.999999166
145,203.4643688,589.4544365,0.99999845,184.9641156,385.055449,1,214.1972036,363.2549286,0.999999642,214.9117022,377.7563396,1,212.3571501,392.3338366,1,199.2813599,404.6882706,1,189.3845624,576.9623389,0.997643054,183.0457239,592.8248947,0.999999046,185.2622743,604.713931,0.993211985,197.7462269,607.323859,0.761992335
146,208.0449729,607.3467708,0.467236042,187.4722137,399.1565809,1,214.7103114,377.1057501,0.999998569,216.6407933,391.364819,1,213.7917284,404.8893164,1,200.6240354,416.7974625,1,191.4654963,603.7231637,0.091600031,189.4146085,613.0590754,0.014458632,196.233719,614.8094416,0.000559827,218.3544095,409.2416122,0.001292828
147,243.4943705,554.1863811,0.994235098,189.1718855,406.1381834,1,215.2181005,386.1611408,0.999993205,215.8727124,398.0829284,1,215.1945896,409.4129412,1,203.0610031,422.921932,1,227.8554536,564.8677921,0.007031324,230.7594318,571.0818242,0.885804355,239.4758737,571.2164259,0.940749288,251.8639123,565.1918708,0.560219109
148,290.1386614,433.9560244,1,189.0526506,415.0469527,1,219.0482758,395.5447039,0.999999881,221.855103,411.2646536,1,217.5304942,418.1198699,1,206.3501854,430.8473194,1,263.0823214,439.706413,0.999999762,271.7913055,451.2993436,0.999999881,278.1444538,459.8328453,1,290.2053746,457.6751747,0.999999762
149,322.9151397,364.6231374,0.999999881,201.0107427,425.5206752,1,226.8890891,404.4120454,0.999999642,230.95384,417.0579586,1,227.5353513,426.9364773,1,218.1820999,440.299767,1,292.4242629,349.7178086,1,303.33777,348.5050259,0.999999404,311.1500578,361.6798074,0.996445358,328.008357,380.8354753,0.999982595
150,305.8012476,316.9376018,0.993621767,209.3767028,442.56494,1,233.0299394,421.045045,0.999998331,237.8326353,431.3220167,1,234.5107622,443.5410337,1,226.0572015,456.3247952,1,311.7404375,355.9737068,0.999808729,298.7989185,289.1756527,0.99997735,300.5652466,295.8630619,0.999925017,293.5333872,316.2494801,0.985838711
151,289.7042658,292.7595112,0.999988914,213.23569,453.9645468,1,236.5053018,433.5032821,0.999997616,240.5069642,444.941807,1,237.6852385,457.4377084,1,226.8681419,469.2169535,1,275.3334054,260.5745704,0.999998212,286.2787549,261.90465,1,291.0338441,272.1040306,0.999979019,290.9047717,295.6154511,0.998298943
152,256.4662011,306.8236459,0.9999789,217.1513143,467.9642363,1,238.5063925,446.9777398,0.999895692,241.2896898,458.3682308,1,241.0086501,471.8312438,1,230.4394186,484.2525484,1,241.6312659,268.3862742,0.996024251,244.2088485,272.3805392,0.999999762,247.8711667,288.3547833,0.999975562,250.3957474,314.4769762,0.999965191
153,232.7846751,320.7876914,0.998585939,219.1081767,482.8956995,1,238.9249091,462.7343335,0.999997377,241.8175189,474.6559217,1,243.3517241,489.7389607,1,229.5866885,500.2426114,1,229.2444292,287.1839042,0.999998331,210.1258667,306.1478798,0.999992251,208.4979489,321.6848104,0.99998939,226.1928188,339.0062611,0.999999881
154,228.1796588,346.4407891,0.999999642,219.5400953,502.3388884,1,240.7747347,486.8661711,0.999998927,243.509714,499.5661802,1,243.4208403,511.6941092,1,231.6139174,521.4515059,1,218.4154097,315.3778872,0.999997497,198.3298774,338.5519664,1,202.729807,352.4771123,0.999999046,221.7854702,366.6509805,1
155,222.3504546,366.054244,0.999999523,215.5069265,522.314054,1,239.8046355,506.3644153,0.999998093,241.6615815,518.7764277,1,238.5535686,531.5157515,1,229.2025928,541.7833855,1,212.4660301,337.0671141,1,193.2145333,360.7438695,0.999999642,195.3991105,375.3643458,1,215.693258,387.6278817,1
156,218.9227453,384.8417318,0.999999881,211.383157,524.4680471,1,229.6717477,516.5727991,0.999995589,238.966033,532.7162314,0.999999881,236.1957895,543.1962533,0.999999881,220.094715,550.5396962,0.999999404,208.3106666,354.9663413,1,190.3069897,382.9171801,0.999999762,192.3858001,396.9607301,0.999999642,210.0732207,406.3636577,1
157,216.4245329,401.3195453,0.999999523,183.7649624,500.4851467,0.999999881,205.806615,502.9107103,0.999999523,201.8150768,525.611944,0.999999642,194.7574569,530.8725607,0.999999881,181.7822435,526.7437212,0.999999046,205.2760552,375.7919836,0.999999881,187.6969768,401.0418634,0.999999881,191.5696034,414.5764952,0.999998927,208.3247142,424.0958123,0.999999762
158,212.7444221,422.8461592,1,135.7122884,414.0348332,0.999999762,161.4159985,422.2709172,0.999995947,156.8005671,428.812731,1,151.5847824,435.1744588,0.999999642,142.8747215,437.2073144,0.999996662,200.4694328,394.7115452,0.999999881,185.2760348,421.80869,1,190.5690463,434.5357829,1,203.9478325,443.9807835,0.999999881
159,204.5321978,442.9400704,0.999999642,118.6483691,336.5941029,1,140.197836,332.7868344,0.999998569,136.3221354,332.5562041,0.999999881,128.3356538,340.6281232,0.999999762,124.9091554,348.4991985,0.999999881,191.0790348,416.7582226,1,175.7875576,443.3586272,0.999999881,181.364177,455.2457545,1,197.9474021,464.9358356,1
160,202.3043176,464.3252707,0.999999762,123.8304911,304.0673106,0.999976158,137.0075583,285.6023324,0.999987721,122.9418263,276.7374174,0.999999046,119.3875532,288.8145266,0.999993205,120.0608912,312.2795944,0.999998689,190.2882178,440.2006454,1,177.316679,466.3540736,1,183.5328541,477.8891726,1,198.6427636,486.1171546,1
161,201.4774868,487.1226745,0.999999881,139.217849,284.6451883,0.99999547,147.7228875,262.7367172,0.99998188,135.2360749,257.6967375,0.999999881,127.9396057,267.7741849,0.999999523,128.2275829,296.9946404,0.999999881,187.4275476,462.1074822,0.999999881,176.4225035,487.7538986,0.999999642,182.8198359,498.5821793,1,197.5733458,507.6261396,1
162,200.9985919,507.399317,0.999999881,149.8268361,308.9489176,1,160.7304688,277.908391,0.087226257,154.5753238,281.0203242,0.999999285,146.5173473,293.6256497,0.999976277,138.8454335,317.2413613,0.999998808,187.3901803,481.8435862,1,176.9720793,508.7763771,0.999999881,184.6017146,519.3135262,0.999999881,199.1157694,527.894053,1
163,204.953024,526.3853071,0.999999762,159.7639227,328.5015841,1,176.9163291,296.3119903,0.999999762,180.5213181,312.3466215,1,178.2184561,333.0356245,0.999999523,159.5207911,350.1762216,1,189.5966405,503.5942943,1,181.7252557,527.6881599,0.999999881,188.5159128,538.7846596,0.999999881,204.1367625,546.0101067,1
164,210.1126605,536.0966568,1,175.7551854,335.4680085,1,191.2335064,307.8111973,1,195.8304338,322.5544865,1,194.7754512,341.7409563,1,180.558152,359.4405031,1,195.7946547,514.9379059,1,190.8247156,538.5795509,0.999999762,195.148968,550.4565511,1,207.8273866,558.6860633,1
165,213.2255286,551.6743329,0.999999881,182.3490639,352.4253311,1,199.3020194,325.1224985,1,206.3456354,343.7342045,0.999999881,201.8434324,359.0240257,1,192.7633801,377.1286983,0.999999881,198.4868174,529.0918732,1,194.9433926,552.2358303,0.999999881,200.0167131,565.5948573,1,208.7398252,574.3681803,1
166,215.8755291,563.1488274,1,185.3026443,370.3389128,1,201.7905955,340.7262437,1,209.840286,360.7490163,1,205.9121313,374.7869725,1,196.2208393,392.40452,1,199.2432148,543.1736903,1,196.7430652,567.8686986,0.999999404,202.2087085,580.4879018,1,217.7370939,585.6845093,0.999999762
167,222.3804092,572.0999405,0.999998808,188.7233247,383.521358,1,206.2290165,354.8022356,1,217.2713656,374.5628829,1,214.3571558,386.8582009,1,200.5770869,403.336315,1,202.8396676,563.4402685,0.999964356,203.794484,585.8030517,0.99998939,213.1794429,593.3094578,0.999998569,231.1072142,590.6061969,0.999997616
168,231.3379655,574.6805422,0.999991179,190.0243573,402.0165296,1,208.6618266,372.1590286,1,220.4824444,393.2681813,0.999999881,216.7725425,403.9799461,1,202.2111126,419.1135119,1,209.9945083,578.4876995,0.999987125,215.1696095,599.366503,0.999993205,227.4804564,600.8233685,0.999669552,243.0016245,593.6752315,0.997802436
169,258.2941387,540.3046274,0.999890208,192.8093982,419.6651109,1,210.9301815,389.5061837,1,224.1929097,411.5625433,0.999999762,221.2124062,422.1840734,1,206.0404429,435.937038,1,232.1649568,560.678412,0.99716717,242.0889297,570.6722891,0.999987721,253.6985015,571.5272488,0.99997592,267.9406702,561.533139,0.99997282
170,291.3106211,453.4743203,1,201.1269073,433.2473743,1,220.0871774,403.7067231,1,232.8105903,425.4564409,1,230.1687641,435.7249794,1,215.5833902,450.0393538,1,263.8283234,465.065294,1,266.5077184,478.6405792,0.99999702,276.3516085,485.4834145,1,289.0839088,480.4119189,0.999999881
171,320.9778457,372.3846374,0.999999762,208.0200276,449.9426644,1,224.668417,419.1301591,1,238.3851998,441.2130194,0.999999881,237.7206514,451.6814184,1,222.9969966,466.4042747,1,289.1605818,370.0867194,1,293.0734216,372.8986853,0.999999881,298.1505036,379.009912,0.999994874,304.7847505,385.5915163,0.999998331
172,329.4345307,335.6960826,0.999593318,212.9470271,462.3063073,1,227.6184449,432.4905345,1,241.024961,453.8077112,1,240.5763731,465.5404871,1,226.4802933,480.1539702,1,307.9144806,303.5877347,0.999999285,317.2969913,303.2840061,0.999988914,323.8733096,309.0492373,0.998633921,322.0098453,324.8767537,0.24578014
173,305.6618805,293.9921737,0.99701786,215.3825636,480.8760605,1,232.4683914,452.1572997,1,242.3125376,473.2399697,1,242.0348777,485.193054,1,227.2174906,499.318069,1,291.3158244,262.1037047,0.989750206,302.4480224,263.4629052,0.99999845,304.5172691,269.2830323,0.999945998,302.0088134,293.3022759,0.810239077
174,280.8796964,294.0777156,0.999989033,221.4152703,497.7614553,1,237.1008707,470.6210856,1,245.8247501,490.7479457,1,246.9932642,502.7443435,1,232.9129748,516.3082784,1,267.2055557,258.1718299,1,275.9155648,259.6044873,1,281.6621072,274.9307235,0.999998808,289.8783896,304.1940131,1
175,263.4100375,315.63001,0.999827385,226.0152893,513.0146894,1,242.2097944,483.1145871,1,253.4416256,505.6789989,0.999999881,253.7399971,517.6407644,1,238.9177997,530.2605973,1,252.6571858,273.3755057,0.999740303,242.2862629,285.5807221,0.999729097,243.166912,300.5658305,0.98881489,256.8043661,325.76789,0.999998331
176,257.3677278,325.5793388,0.999975204,229.0872763,528.1928053,1,244.8660128,501.1487998,1,253.6540323,521.5815699,0.999999881,255.7869205,535.044122,1,242.3277489,546.3491927,1,248.76827,293.3006129,0.999999046,230.6136818,310.5132055,0.999997616,231.7362912,326.3804805,0.999998212,250.5677061,343.9230714,0.999999523
177,258.8670776,343.4403372,0.999999762,233.0413442,543.8069472,1,249.8100324,517.3858042,1,257.8981316,538.8256211,1,258.0585686,551.2761302,1,246.7023485,563.3670171,1,248.0341954,314.881482,0.999999881,230.5093331,335.5865469,0.999999881,233.3668857,350.4160035,0.999997973,254.6705341,364.7432119,0.999999762
178,257.0766041,363.3193964,0.999999523,234.8500834,556.6923312,1,253.7383189,535.6817856,1,256.9513121,554.4780866,1,257.8432107,567.2951913,1,249.0835137,579.0621035,1,246.8930352,336.393023,1,228.5377629,360.7319779,1,233.397366,373.0887967,0.999999881,252.6395845,384.0680389,1
179,258.9795848,384.0638916,0.999999762,233.7866802,566.3283992,1,257.24262,555.2442318,1,258.9122375,570.7507638,1,256.9443898,582.7633839,1,244.9194406,591.3576336,1,249.5783768,358.2143667,1,232.1778183,382.7200165,0.999999762,237.6848344,395.8606212,0.999998569,253.043411,405.6178082,1
180,261.356599,403.6678413,0.999999881,234.0213375,568.3442354,0.999999762,259.6951818,569.2373993,0.999998212,258.788885,584.6756058,0.99999845,249.1185062,596.3734197,0.999995947,234.2311503,596.6183956,0.999997258,248.9953332,378.7009037,1,235.3245111,405.6022356,0.999999881,240.6069078,417.8523088,0.999999881,252.5482929,426.3223779,1
181,264.9299173,423.6490903,0.999999166,218.8969936,553.7505982,1,242.6302062,559.0814414,0.99998343,240.0890355,576.1773555,0.999996781,230.5072939,586.357831,0.999999523,212.9493123,577.7083664,0.999999881,250.4220879,399.4011025,1,238.5152655,426.7811769,0.999999046,242.9852871,439.1659613,1,256.1810145,448.1338334,1
182,262.8794947,445.2108502,0.999999762,169.5399518,488.3037851,0.999999285,187.0567287,492.9499922,0.998772442,188.9808521,518.444571,0.999990702,180.3855542,524.1465701,0.999999404,164.6385564,516.8675125,0.999999881,249.3047094,422.4764237,1,237.2694145,448.6688282,0.999999881,242.3880137,460.8179967,1,253.2057197,469.679541,1
183,254.9410062,463.6940551,0.999998808,143.2301013,380.3348009,1,168.0502696,388.4219485,0.999999404,165.8675772,391.6008377,1,162.8063769,396.2270804,0.999999285,157.3202602,402.2797422,0.999998212,240.9932978,443.1304923,1,229.06486,469.8079056,1,232.7803402,481.9341969,1,245.8579644,489.7756,1
184,245.0092424,482.76759,0.999999881,140.4509595,322.7604127,0.999985933,161.4854605,313.3264341,0.999999881,155.073747,309.5925201,0.999999881,148.0358908,319.7820439,1,147.5292319,329.4986243,1,233.1519108,460.0966232,1,222.6390977,485.3744482,0.999999881,225.902066,497.9159117,1,237.0352259,505.2644827,1
185,238.496284,500.554481,0.999999762,169.4501834,289.519105,0.999999762,176.8610954,266.3539424,0.999999166,167.4216824,261.7597847,0.999999881,163.862683,272.8819015,0.999999881,161.8139248,291.0890341,0.999999881,226.2693907,478.7190254,1,214.4185405,503.1372368,0.999999881,219.6452439,515.3621465,1,232.2042832,523.5202287,1
186,231.2933862,510.4863441,0.999999642,179.7828089,273.6644711,0.999999642,191.0551977,249.6047161,0.999950528,180.8116108,248.054915,1,174.8751538,259.6537824,0.999999762,171.658409,282.5271118,0.999999762,220.0555316,488.7032349,0.999999881,206.9957898,512.5089176,0.999999881,211.85212,525.4861827,0.999999881,224.5588541,534.5691214,1
187,226.0078332,521.072588,0.999999166,187.4459393,291.6739788,0.999899507,198.4097929,260.0397613,0.038051493,194.8813593,264.6282969,0.999999762,184.5723314,277.4363602,0.999998808,178.8998481,304.3578048,0.999999881,213.5500435,500.4088094,1,201.2865257,524.2314159,0.999999881,206.4340158,536.8495545,0.999999881,219.1148047,544.4973335,1
188,223.6472969,534.2521632,0.999999762,195.2642549,312.3301973,0.999999881,209.0681345,284.7090483,0.666167974,210.5570786,293.0896667,1,207.6820831,314.6004548,0.999997377,196.8871677,334.8947783,1,209.8161194,513.8000641,1,198.6484029,538.0676962,1,204.3552801,550.897645,1,217.6692743,557.824856,0.999999881
189,221.466098,549.1211724,1,201.1278338,325.3484722,1,216.8854311,302.480768,0.999997854,219.9108244,313.5367289,1,216.9655249,332.211985,0.999999762,205.7700541,351.9481673,1,207.0523663,530.5565993,1,197.5873442,553.0702062,1,204.4829859,564.9241812,1,216.5911894,571.8089443,0.999999881
190,222.7449384,557.9121791,0.999999404,208.330627,338.1884377,1,224.2995586,313.6602492,0.999999762,226.1494523,325.5163418,1,223.6531444,345.2935271,0.999999881,215.349395,364.373017,1,205.6125665,541.3626488,1,197.2460728,566.0403044,0.999999881,202.1563312,576.7979004,0.999999642,221.6391103,582.5528388,0.999999881
191,230.1572869,563.7935301,0.999999642,205.7862446,352.2819061,1,222.1885178,327.9384296,1,222.9732354,340.7363968,1,221.425119,358.3643153,1,215.1742136,376.7980113,1,202.5713242,560.3493378,0.999999642,204.2939979,584.8915548,0.999997258,214.9992692,591.3995855,0.999978065,235.4076503,584.7892578,0.999997854
192,254.8260477,534.3141172,0.999814212,206.2208493,370.1615357,1,223.9796965,346.205265,1,225.1102176,361.8394237,1,225.10817,376.414701,1,215.9634385,391.476371,1,227.5038015,550.3700705,0.999996424,230.7650199,567.9503131,0.999998569,244.6380885,570.0761917,0.999989867,262.4772177,556.5510545,0.999995828
193,293.5158857,455.1768,1,206.4021709,390.2158237,1,225.7909441,367.4933386,1,228.4161328,382.8730042,1,228.1682546,396.4838362,1,216.3795497,409.8458056,1,263.3961425,468.4362078,0.999999881,266.333521,484.4297623,0.999999285,278.661694,491.2987565,0.999998212,291.3405307,484.6063204,0.999999881
194,320.4719377,378.6691527,0.994680941,212.1545694,414.9517133,1,231.9728374,391.3861008,1,234.9809422,407.4938047,1,232.9337969,421.4680611,1,221.3561528,435.4802418,1,291.6883742,374.6014142,0.999998569,296.7158089,375.1611245,0.999973178,299.8475486,382.645184,0.999745548,304.5690866,387.9415608,0.99940753
195,321.8614781,336.2213812,0.723128855,216.8507023,444.5952199,1,239.3206191,421.261793,1,239.2005358,437.7148588,1,237.6745181,451.5760039,1,225.4974613,464.5963678,1,302.8963828,320.2403197,0.999995828,309.9515276,321.1028671,0.999879122,313.8303914,328.0662799,0.504541695,313.4427075,335.5322878,0.003387319
196,304.137542,302.2306557,0.999897003,219.1144972,467.2446142,1,240.3968339,445.7672828,1,243.3791754,465.3900609,1,239.5094306,477.5459646,1,227.1420829,488.0049157,1,287.9029608,280.9128451,0.999920845,296.824312,275.1355718,0.999999762,301.1285564,286.1495261,0.999993563,299.600779,309.2695931,0.999973774
197,290.9057614,290.9988599,0.999931216,222.1183496,483.940606,1,242.375278,462.0459595,1,245.1366373,481.6128898,1,241.3371642,494.1189616,1,229.7894479,505.4230533,1,269.01228,268.0472197,0.99992013,277.8929363,269.0998017,0.999998093,282.4771578,284.7816815,0.999999166,289.6256933,304.4019208,0.999999881
198,274.5643507,312.8919477,0.999998569,222.7262237,500.8620661,1,243.137435,476.6391548,1,246.7837124,496.7786298,1,243.0738938,510.698333,1,231.8712704,522.2438111,1,260.1449647,289.1545527,0.99976939,255.7373903,298.1558068,0.999970317,258.414517,310.8322244,0.999958992,263.8842463,328.4773355,0.999999881
199,248.2625909,330.3491938,0.999967098,220.1266069,518.4653621,1,236.4772237,495.2964404,1,240.8568063,514.8680832,1,238.4594886,527.7524872,0.999999881,229.1233717,539.7997814,1,242.9743177,302.5695744,0.848586857,229.3928279,317.4390345,0.999999046,229.7090207,334.2765231,0.999998093,243.4476578,348.6709281,0.999999404
200,247.2066655,348.4767197,0.999999762,217.21875,535.0143566,1,235.4912336,513.1061862,1,238.9138231,534.6592312,1,237.5059457,546.3065864,1,224.4450035,558.9261351,1,242.0051162,321.3438005,0.999998093,223.426569,340.5722861,1,225.9081078,357.6260661,0.999999881,238.6969857,369.5138283,1
201,238.0005724,366.2611368,0.999999166,210.2565866,549.4769387,1,230.6869051,527.7453129,1,232.4637904,549.0664158,1,230.0884027,559.0529127,1,218.005218,571.0803983,1,234.8972449,342.6298597,0.999999404,215.1661048,361.1285989,1,219.3074783,376.2607336,1,232.2443309,386.0000032,1
202,231.495542,382.262948,0.999999642,204.41597,562.145762,1,225.7605131,541.2474171,1,225.9429295,562.4420483,1,223.3185282,571.5008428,1,210.5216841,582.5535281,1,229.6918106,357.9487245,0.999999523,209.6174178,378.8948357,0.999999881,213.989231,393.1760001,1,225.9024763,401.6431191,1
203,232.8917017,398.3411717,0.999997616,203.6871333,567.7473786,0.999999881,228.8419679,552.5577693,1,226.257982,573.6404679,0.999999881,222.7276266,582.4900675,1,208.866595,592.3730855,0.999999881,230.5663404,375.3497255,0.999999046,210.6376672,396.4455357,1,215.7276547,411.1541628,1,226.819782,418.7560622,1
204,237.7719424,416.5475497,0.999998927,210.3226233,574.0714512,1,235.4186382,565.4998699,0.999994516,233.4480276,582.4691803,0.999997616,225.8569975,594.0652285,0.999624729,214.1084971,600.7662029,0.993829668,231.7634277,394.7359825,0.999999881,214.0317049,413.873333,0.999999881,218.8207207,429.7797692,0.999999881,230.9029818,438.2406898,1
205,240.9298747,436.9330196,1,209.6204908,576.0716224,1,236.8121445,577.0929806,0.994107723,231.7136602,591.6473031,0.999993324,219.4960872,603.169353,0.990951419,207.090308,604.784817,0.993606925,234.4731852,415.4586897,0.999998927,218.5534966,433.544908,1,223.3993175,449.2459443,1,232.9490581,457.0926459,0.999999881
206,247.1727116,456.4404263,0.999999762,191.5067883,550.5684321,0.999999404,213.2709001,546.5361228,0.99998796,215.7546096,578.8463001,0.999997139,206.5235989,584.8667016,0.999999762,188.1112492,577.1814435,0.999999523,240.6453953,436.8746645,0.999999762,223.6240973,453.7991978,1,226.1787183,470.5634756,1,237.9060766,478.6415539,1
