scorer,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000
bodyparts,LHand,LHand,LHand,RHand,RHand,RHand,RFinger1,RFinger1,RFinger1,RFinger2,RFinger2,RFinger2,RFinger3,RFinger3,RFinger3,RFinger4,RFinger4,RFinger4,LFinger1,LFinger1,LFinger1,LFinger2,LFinger2,LFinger2,LFinger3,LFinger3,LFinger3,LFinger4,LFinger4,LFinger4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
360,199.1313472,588.2331527,0.99906975,183.7064133,584.8249993,0.000777802,187.1475769,576.0588326,0.000668616,200.508811,595.4557114,0.006184371,194.969964,599.5023141,0.000984631,158.5332885,0.562631607,0.000166843,183.3454442,574.2224038,0.999998808,175.6186471,596.2055438,0.828666806,184.3801339,605.9018022,0.005274512,0.329901457,136.4589498,0.000684173
361,201.3872037,594.0675322,0.670274258,187.9507335,590.0351622,0.00087572,199.3262324,588.7887136,0.000161791,192.6892962,599.9999928,0.002275466,188.0619916,603.6871502,0.000414468,160.633934,0.969617844,0.000383333,185.1697702,584.4251781,0.999953866,182.9737763,596.2840716,0.273712665,189.9109449,604.4394546,0.012767935,0.182929993,2.745167375,0.00019036
362,202.3451161,602.8370552,0.297130942,191.5239472,600.8494811,0.002295036,200.4327831,599.7088919,0.000289274,201.3523636,604.5157962,0.000412455,198.1765637,608.1096497,3.33E-05,163.0130453,0.973199129,0.000323161,184.7368622,596.17663,0.977664173,191.1665871,372.4195541,0.244537622,196.0500549,377.1540146,0.000345082,0.309463501,2.62267065,0.000220936
363,211.9755964,392.5400743,0.999973893,270.119179,571.2449615,0.000253668,146.3272465,610.8676372,0.000996102,183.6643224,612.4968195,0.000242912,183.2515049,612.869278,4.52E-05,173.07083,0.853612661,0.000445913,194.0059224,383.8426013,0.943947256,195.3236545,384.9750402,0.997930884,200.5203943,393.1788588,0.18647401,204.8970077,398.6206195,0.085574441
364,214.8142829,406.3977156,0.999986768,271.4408941,576.8036382,0.023700951,154.2331796,608.047545,0.003675904,0.491612911,2.670270324,0.002985696,1.068332672,0.778738976,0.000461863,173.9753655,0.78358984,0.000376077,195.092508,398.798538,0.958122849,196.8274884,399.1046028,0.999519825,202.0925293,406.942508,0.985614002,206.5172205,412.3779098,0.957642794
365,216.5631037,419.9871305,0.99999702,272.571588,590.3043463,0.275318056,156.0065813,608.120667,0.001402103,0.451052904,2.599215984,0.002438554,1.018963814,0.744303226,0.00038947,176.6445823,1.014590263,0.000696431,196.3545848,412.6667325,0.996844172,199.584394,413.6391832,0.999629378,203.5802976,420.5343533,0.999481142,207.384217,427.3150703,0.976791143
366,216.7982614,434.2615581,0.999990582,274.1462959,595.3146277,0.007578023,157.7512258,607.9888575,0.003269651,0.46111393,2.617265463,0.002305921,1.002841949,0.689627886,0.000370445,175.9259298,0.939226389,0.000242682,196.6857046,424.9055464,0.999779403,199.5118666,424.1193247,0.999934077,202.9110585,432.2546918,0.997768998,207.2380435,441.2871521,0.923654079
367,219.2022875,445.8910537,0.999994159,206.6171408,440.061799,0.001125633,157.6129054,608.8243895,0.006035419,0.47901392,2.560390949,0.001399803,0.982340097,0.59565258,0.000240548,173.1074193,0.6829741,0.009454983,198.3741615,435.962773,0.999537706,200.4535303,437.2639372,0.9999578,205.6360773,444.5672228,0.990711272,208.4277768,452.1319546,0.960527539
368,218.906981,463.6639142,0.999990225,203.6551183,456.2840347,0.001193475,162.1032804,610.7253551,0.004387451,204.1722878,456.0875483,0.000197369,203.1579109,455.7877078,5.27E-05,173.0253253,0.61048007,0.003372244,196.8269913,452.0308718,0.999990344,201.1055746,453.1771451,0.999992371,205.9806654,459.0332741,0.987899601,208.8567331,467.9157392,0.694327891
369,218.4354472,478.0797889,0.999992251,208.2562344,474.0965405,0.00119428,165.5001235,609.9771566,0.006169016,177.9119523,613.7911406,0.002406882,183.5007043,614.8803234,3.17E-05,172.1484249,0.796731234,0.000403742,197.8079149,466.2486624,0.999999046,202.9435415,470.7449174,0.999994397,207.5822492,476.167213,0.995536327,210.0884777,483.5802792,0.978430152
370,219.2080731,493.9440858,0.999898791,208.149756,486.9866703,0.000883567,159.9100025,609.465241,0.001410848,171.2192259,613.7762842,0.001704743,0.593376637,0.358732462,3.43E-05,176.7721825,1.115355015,0.000744597,199.392375,483.7595424,0.999532223,203.5617042,486.0280352,0.999970317,208.0206575,491.6700726,0.931175411,211.5269984,498.5620483,0.682730079
371,221.502237,510.7648919,0.999708712,1.939115047,0.348095655,0.000798399,156.1021361,609.2976751,0.002447682,158.1751561,612.9890709,0.001067314,0.576953173,0.37398982,5.63E-05,177.5995951,1.022616386,0.000300232,201.9421506,502.2254124,0.838490009,203.9265074,505.051106,0.99988699,206.5993991,510.2660525,0.600283027,210.9572806,517.0357134,0.075958259
372,1.151539803,1.430262089,0.005837047,2.086107373,0.278810024,0.000239016,154.2497139,608.4689684,0.002116479,158.1315536,613.0670595,0.000761665,0.698353767,0.177743435,1.79E-05,176.1890602,1.159536839,6.12E-05,187.3846223,607.8632798,0.002300591,187.3096159,610.8441606,0.000395265,235.5132946,609.7303214,0.000119875,0.113204956,94.48163366,0.000508167
373,1.161056995,1.422713041,0.005412955,2.035290241,0.241476536,0.000217496,154.0519962,608.5710597,0.001206706,157.7380174,613.50212,0.000597631,0.63232255,0.123076677,1.82E-05,175.3262711,1.357988119,6.40E-05,187.1693165,609.8489652,0.001412868,186.1743339,611.9461799,0.000151465,187.709483,612.5658836,8.09E-05,0.090174675,2.71464479,0.000155397
374,0.980107546,1.386877775,0.012400884,2.035646915,0.229176283,0.00041795,153.8609014,608.1909981,0.002119719,158.1166241,612.694253,0.00226383,168.0232229,614.3527212,4.09E-05,-0.08138752,0.389380693,4.34E-05,187.4388261,610.499619,0.001342162,0.733875275,-0.640038013,0.000186217,3.323504686,3.42277199,8.69E-05,0.056825876,2.720495701,0.000206916
375,1.110393047,1.504176378,0.013539069,2.027508616,0.363980055,0.000419279,155.6061204,608.210814,0.000818614,163.6444198,612.7969427,0.000570108,0.703579903,0.297486067,4.28E-05,177.920413,1.71692729,0.000325021,185.8712738,609.5033245,0.004050629,0.701329708,-0.573703289,0.000226845,3.393145084,3.464714766,0.000104512,0.052463293,2.738731265,0.000234119
376,1.480536461,1.504460573,0.009658368,2.209970474,0.277302504,0.000280025,155.0684271,609.3966956,0.000297185,156.6749164,612.1658421,0.000388914,0.77892971,0.118505716,3.57E-05,176.5278115,1.442551136,0.000410726,2.270924091,4.651338995,0.000316281,0.785516739,-0.570642471,0.000167777,3.564433157,3.506912082,5.99E-05,0.071645498,2.445430279,0.000158346
377,1.256795406,1.555526495,0.010636146,2.16368103,0.274689674,0.00030381,146.0017424,611.136971,0.000496236,156.4602848,612.0449123,0.00025793,0.695394993,0.089909554,2.33E-05,-0.143007278,0.253177881,4.62E-05,189.3824142,608.0507565,0.00033381,186.9361541,610.9364285,0.000253965,3.461722434,3.467995644,7.81E-05,0.087374926,2.646060467,0.00018494
378,1.112493992,1.49103713,0.013901078,2.087377071,0.250601053,0.000405506,145.421443,610.2661004,0.000659812,154.0420003,611.2897611,0.000315491,0.688183546,0.200471163,3.45E-05,-0.071577072,0.286041737,5.77E-05,2.065155387,4.299558729,0.000299374,0.780610085,-0.630300045,0.000196426,3.48741585,3.454656422,9.79E-05,0.149735451,2.69370532,0.00022953
379,1.098052979,1.495839834,0.009917096,1.979995728,0.32863307,0.000356215,144.0415215,609.6677504,0.00042482,153.380625,611.4858761,0.000202908,0.704381227,0.303752184,3.58E-05,161.5137053,1.748604298,0.001151083,2.002577305,4.409711301,0.000324278,0.739630699,-0.534376621,0.000196283,3.324300289,3.454634011,7.81E-05,0.108000278,2.509775043,0.000199883
380,1.274454355,1.645151138,0.007531485,2.126560688,0.320693493,0.000280932,152.2622468,606.797251,0.002412577,155.1887297,610.5092669,0.000661928,160.1890931,615.753027,6.03E-05,162.0293584,1.727420807,0.000157671,185.4733984,609.3695827,0.000419201,0.680166006,-0.508441925,0.000136077,3.405511558,3.44827193,8.48E-05,0.158669949,3.002292454,0.00030447
381,1.075831175,1.600250483,0.030084742,2.04039526,0.370702505,0.000792321,153.2349038,607.4738767,0.005936357,156.5227744,611.2172594,0.000462567,0.655063629,0.369746208,8.66E-05,-0.092247009,0.336899757,0.000118488,2.155167341,4.239826351,0.000632739,0.746620893,-0.49368763,0.000423668,3.39272213,3.527971327,0.000222554,0.127159119,2.951132059,0.000740099
382,1.028798103,1.456024647,0.041416198,2.100725293,0.332052946,0.000997811,153.7236404,608.9818048,0.002281009,0.171153784,2.333342195,0.000639593,0.802608013,0.381793499,0.000134261,172.0752147,0.412370205,0.003694522,2.192073226,4.290906578,0.001000407,0.768866062,-0.550726891,0.000568303,3.447245896,3.477811515,0.000252375,0.051038742,2.825551629,0.000786066
383,0.933219433,1.353149176,0.025434636,2.015057325,0.231136799,0.000692884,154.3722957,609.1545053,0.00174576,156.7741182,611.9490662,0.000480613,0.748156548,0.239143372,6.39E-05,176.4071536,1.2688272,0.000693569,2.067377448,4.33652097,0.00069173,0.868891954,-0.639599323,0.000376267,3.437610209,3.494058609,0.00015917,0.082527876,2.683267236,0.000424329
384,1.353235006,1.432989597,0.04232632,2.242304802,0.27904129,0.001039101,156.5314804,608.3720126,0.003621123,0.554063082,2.68550992,0.001637524,0.956623077,0.55892396,0.000306819,176.2704568,1.172091007,0.001327634,2.403664708,4.530201018,0.001787743,0.731981277,-0.357543945,0.00072056,3.412646055,3.325827062,0.000215344,-0.156875134,2.623317242,0.000772195
385,1.286687613,1.520432711,0.070896208,2.169183731,0.347307205,0.00172767,154.995077,609.9679914,0.001733771,0.46476078,2.665892363,0.002366307,0.998684406,0.704608917,0.000470072,177.6316218,1.186586857,0.00049057,2.392036676,4.384186566,0.002764289,0.697039366,-0.258178234,0.001127897,3.117979646,3.214651048,0.00039925,-0.265574932,2.731455564,0.001483756
386,1.223867655,1.551638603,0.046408486,2.172839046,0.369090557,0.001146638,144.9904966,610.9244256,0.000308205,0.462158203,2.728909373,0.001664776,0.881935596,0.720863342,0.00030504,-0.060422421,0.629899502,0.000152546,2.344464421,4.437696368,0.00194803,0.685377836,-0.198572159,0.000839708,3.120473564,3.384032845,0.000269071,-0.269240379,2.802268267,0.001062701
387,1.076218843,1.574355602,0.060538892,2.242118001,0.411681175,0.001383952,0.726046562,1.677427769,0.000359833,0.28306365,2.637152433,0.00157543,0.855132341,0.674179792,0.000279817,177.982389,1.314025402,0.000373181,2.223765969,4.419463694,0.001932364,0.618276358,-0.364194393,0.000826612,3.055736184,3.4487167,0.000345247,-0.231874943,2.901033163,0.001154363
388,1.082336903,1.655314684,0.005729945,1.876746416,0.27014184,0.000256395,152.9546902,609.1179366,0.001793296,156.1871567,611.6529365,0.000391625,180.5802803,612.8583097,3.84E-05,174.818676,0.534250975,0.000781584,184.2754982,609.2114396,0.000751309,0.517221451,-0.608169079,0.000135971,184.5768034,610.5664778,0.000222866,-0.235098839,3.117780387,0.000320925
389,1.11498189,1.710202217,0.006885789,2.038377881,0.236769676,0.000252185,154.9412423,609.6615443,0.000792363,161.200278,612.8699999,0.000120718,233.8127341,2.209451675,3.34E-05,172.6412082,0.872477531,0.000558263,185.7454512,608.7515645,0.000153264,0.540760279,-0.693846703,0.000122172,237.6439542,1.251168728,0.000125219,-0.144086361,3.057672381,0.000291798
390,1.269105434,1.643696308,0.004639368,2.065405488,0.247260809,0.000153156,154.7083613,609.8096952,0.002949055,157.6018636,611.9835768,0.000324978,199.02529,612.8060675,3.04E-05,163.8806229,1.892813444,0.000264392,186.6000255,608.9296322,0.000257897,184.1998091,610.7462077,7.96E-05,169.0484076,-1.255333424,7.57E-05,0.202269077,2.837948442,0.000112904
391,1.152737141,1.567551613,0.014472771,2.104383111,0.277887821,0.000398406,154.4445977,609.6786766,0.004852504,157.1224166,611.8157349,0.000385018,198.9933486,612.7793407,4.04E-05,162.5072479,1.296447277,0.000340984,186.6929343,608.5014467,0.000275471,0.78453064,-0.654121399,0.000202341,3.408061266,3.584047139,0.000108382,0.202821732,2.78044498,0.000283878
392,1.311223507,1.717323065,0.001229446,1.759186268,0.435171127,9.21E-05,155.7019921,608.7374277,0.003026525,158.1593096,611.2315731,0.000286991,198.9050679,1.665779352,1.57E-05,161.8845129,1.274870396,0.000422781,187.3432686,608.5303736,0.000146304,184.8692875,610.6383891,4.94E-05,220.0273851,607.1383483,7.36E-05,0.380720139,3.150978982,0.000117618
393,1.271350384,1.566452026,0.002889909,1.989914417,0.315978765,0.000131334,153.2685297,608.9092822,0.002730272,156.9304686,611.4509788,0.000525869,144.3962259,613.3903408,1.72E-05,161.5028701,1.195599318,0.001035681,181.1553179,609.1960845,0.000141662,0.710777998,-0.526154041,6.71E-05,235.6686223,604.4339073,7.15E-05,0.414209366,2.779436827,0.000100461
394,1.245916367,1.532503605,0.001830771,1.83694458,0.32996273,9.89E-05,145.7366557,610.1839371,0.000462347,155.3969317,611.4606357,0.00013705,143.5194128,613.359271,1.69E-05,160.9769454,1.203668594,0.000732252,180.8642518,608.9195642,0.000365045,0.744154453,-0.466913223,5.39E-05,184.5100389,610.8252587,0.000101147,0.451119423,2.766775608,8.37E-05
395,1.207932472,1.551977873,0.001682323,167.7306709,0.165005922,0.000115325,144.7256594,610.3883119,0.000891928,143.2762225,611.8886247,0.000185743,158.5789247,1.062849998,1.88E-05,162.6063418,1.087850094,0.001637934,183.0982304,609.4806676,0.000317805,218.3694315,-0.136424065,4.75E-05,166.5846672,-1.694722176,0.000102463,0.440018415,2.765698195,6.60E-05
396,1.355397701,1.578892708,0.001210086,138.3199428,613.9949074,0.000117642,154.7428777,608.7801561,0.004621136,157.9067568,611.4046431,0.000497667,181.8507333,613.1384497,3.44E-05,162.6692791,0.918428898,0.000377951,186.8227562,609.1013618,0.000191479,184.5203714,610.8429275,0.000131492,185.5788898,610.6540074,5.88E-05,0.516828299,2.842774987,4.32E-05
397,1.24032712,1.593948603,0.002186988,1.938670158,0.314252615,8.92E-05,157.2608622,609.3052878,0.003054949,158.2525244,611.7371402,0.000703831,157.8245608,615.6816874,2.89E-05,172.0525254,0.998308659,0.004101931,189.7719147,608.6813092,0.000188547,185.8403087,611.2710562,9.06E-05,174.6426048,-3.104639053,0.000212223,-0.289177895,244.9544802,5.63E-05
398,1.319031239,1.658419847,0.001349626,1.794038534,0.32809329,6.27E-05,158.7491112,610.2611384,0.000334655,157.8270094,611.8326879,0.000104432,234.4494169,2.192567706,2.16E-05,176.2805591,1.065654278,0.001627524,195.3969696,610.0252614,0.000124459,187.0183507,611.6899829,6.59E-05,178.5669556,-2.60624361,5.36E-05,-0.347757339,245.8245535,0.000213959
399,1.264819384,1.645819902,0.001028928,1.732741833,0.304870844,5.27E-05,159.6317453,610.7828207,0.000201088,157.7251582,611.7924781,6.75E-05,198.5226064,611.8035259,1.58E-05,177.7525454,1.239693403,0.000537343,200.5786004,609.8950953,0.000358046,188.0525522,612.3654404,3.01E-05,181.440588,-1.961064816,6.55E-05,0.586200237,558.4970109,4.85E-05
400,1.348874092,1.444975138,0.00804692,2.039533257,0.328986645,0.000287738,159.9525557,610.4525681,0.000368328,0.350272655,2.489733577,0.000167725,232.2715912,1.848529339,5.22E-05,187.3259398,1.120857477,0.000412521,200.6200929,609.5455632,0.003211449,0.824962854,-0.487663269,0.000160908,201.9216592,611.1691632,9.22E-05,0.349758863,2.739010215,0.000192413
401,1.422225237,1.425825834,0.0054171,2.073362231,0.30434823,0.000202792,158.6406298,609.6167598,0.000725689,158.497972,611.9322224,0.00029194,0.732095718,0.23067832,2.18E-05,188.0700288,1.274647951,0.000820822,201.7965388,610.1767898,0.000473915,0.875813723,-0.526592255,0.000109874,189.4783276,-3.059515476,6.66E-05,0.399032831,2.645514131,0.00010281
402,1.40195632,1.488798857,0.003670086,2.06935811,0.319812536,0.000153569,155.8699019,610.0808144,0.000565664,156.2487632,611.9880037,0.000203709,0.705716133,0.066231728,1.12E-05,178.1975274,1.232793808,0.000518492,201.0506656,610.9592986,0.000255791,0.852691174,-0.592831135,7.74E-05,3.785144269,3.520443439,3.20E-05,0.35406518,2.640668273,8.28E-05
403,1.356701374,1.454612732,0.003064515,2.037820697,0.287383556,0.000128937,154.7687581,609.4593959,0.002070966,156.8204068,611.707932,0.000270691,199.0897655,612.9200287,1.62E-05,177.4635868,1.037966013,0.000534297,200.0253749,610.9006968,0.000236343,0.888100863,-0.636586666,6.29E-05,214.7806897,592.9509487,5.42E-05,0.369477272,2.537571669,6.34E-05
404,1.246570587,1.751381636,0.003554076,1.937487841,0.323616505,0.000128646,155.2516351,609.9100766,0.002179877,157.4828194,612.3632298,0.000382339,215.2634053,1.535563707,2.02E-05,176.1710057,1.161162853,0.000801094,200.0283971,610.7137818,0.000389438,184.8487518,611.344873,9.36E-05,215.399879,592.2651148,0.000127613,0.315937757,2.902108192,0.000123485
405,1.372703075,1.805724859,0.001264098,1.903631687,0.350242138,6.02E-05,154.5804859,609.7385631,0.000606555,156.8986381,611.6837835,0.000137151,182.1079693,612.3351784,9.12E-06,175.9084244,1.191800833,0.00096423,200.6993456,610.9927015,0.000174844,183.8323765,611.1955504,4.37E-05,185.2079175,610.4996562,6.64E-05,0.415267229,2.89912343,4.67E-05
406,1.424008131,1.704233646,0.000884599,1.81772542,0.341636896,4.53E-05,144.3207464,611.4136705,0.000140201,180.974483,610.637454,8.51E-05,142.4465384,613.6661835,1.08E-05,174.2018268,1.057623386,0.00015028,183.9108176,609.2848568,0.000157139,182.4565825,610.965076,4.14E-05,184.3611355,610.4813347,0.000171086,184.0811236,609.1748672,4.75E-05
407,1.377465248,1.68136692,0.000972736,1.838921309,0.277183056,4.56E-05,141.0052055,609.9308348,5.63E-05,140.3933865,611.4147468,6.63E-05,183.2539983,611.974813,7.24E-06,161.6648688,1.050118923,0.000101881,184.9699671,610.4433866,0.000132071,170.9817066,611.921628,2.78E-05,198.8826413,590.7275023,8.32E-05,0.336536169,2.837117553,3.73E-05
408,1.375573397,1.584994555,0.013417324,2.169534922,0.379472733,0.000396719,140.684679,608.7685719,0.006708622,142.0693443,611.8083568,0.001555552,0.779690027,0.32445097,4.84E-05,160.3937178,1.243613482,0.000491711,184.0634286,610.2926478,0.000507273,0.885088921,-0.491484642,0.00021389,200.3911998,591.0333612,0.000110495,0.240165234,2.675111055,0.000237791
409,1.348143101,1.557329893,0.015287529,2.200322509,0.275741577,0.000378981,138.2218896,608.7814455,0.00103751,144.3156605,612.3761921,0.000854166,165.1570058,612.5708189,6.03E-05,158.1438701,1.394130468,0.000504855,2.372274041,4.724062204,0.000410317,0.836757183,-0.60208416,0.000212384,168.8892357,610.5171037,0.000101827,0.199107885,2.594662309,0.000218175
410,1.327357054,1.615130901,0.004292355,2.033748269,0.27858901,0.000157004,128.648767,610.8546696,0.00017508,136.7166574,611.8899899,0.00015486,0.609825611,0.079934359,1.07E-05,145.1886406,1.421849966,0.000447593,168.820776,610.0511885,0.000160962,0.769607067,-0.549296856,8.09E-05,150.3408518,-1.647020817,5.32E-05,0.302617311,2.65854156,0.000113565
411,1.216547966,1.517051935,0.009602412,2.106696367,0.22921896,0.000258376,128.0341196,610.5567703,0.000201865,141.5754714,612.46101,0.000166456,0.74286437,0.165162086,2.30E-05,145.473187,1.324451923,0.001123068,2.239212275,4.42574209,0.000251814,0.863175392,-0.577269077,0.000135978,156.6800532,-2.637568474,6.99E-05,0.272169113,2.533228874,0.000153173
412,1.403501272,1.576433659,0.004253492,110.0782063,614.1612234,0.000211022,130.1508799,611.524982,0.000880994,142.6807971,612.4628839,0.001232701,165.5076122,612.5778751,7.79E-05,164.1610932,609.2767692,0.000142444,168.0264435,609.8705044,0.002055849,0.861983776,-0.601844788,0.000104994,168.8876345,610.8396988,0.000209401,460.1347968,572.1828253,0.00022914
413,1.595481157,1.672633648,0.000797911,121.3973885,614.2456942,0.000158605,130.9218402,611.0908761,0.000625161,143.8871441,612.138833,0.000447528,165.3461285,612.1300278,3.96E-05,145.5653176,1.331123829,0.000149259,168.0935826,609.1442499,0.001407547,166.6769447,610.390542,9.96E-05,168.401473,610.5229797,0.000244891,167.944766,610.2462835,4.34E-05
414,1.521790504,1.638295174,0.002013598,123.3000507,613.727231,0.000193509,139.4751543,608.9993062,0.002292171,145.3669224,612.4136438,0.001265712,165.8318262,612.5698757,6.43E-05,160.5636349,610.7446375,0.000156696,169.7996702,609.1931562,0.000439946,168.2595756,610.2627912,0.000122473,169.4521232,609.8673353,0.000113667,0.475447178,2.73913455,5.85E-05
415,1.071276665,1.394322872,0.005047567,124.2303937,613.4553757,0.000296777,140.0595896,609.0788803,0.004478356,141.6657586,611.8323035,0.001512153,165.3954101,612.711627,5.15E-05,157.9638875,1.354128599,0.000496363,171.0108415,608.884665,0.000286537,0.77316308,-0.447981358,0.000111097,183.8919616,610.1964726,8.46E-05,0.319978714,2.49996984,0.00011034
416,1.420939445,1.915266514,0.002183598,123.7057449,613.800437,0.000122567,139.4608339,609.0130148,0.003342804,141.0369872,611.4126182,0.000642458,165.861331,612.9483156,2.68E-05,159.9722681,1.063930035,0.000867985,183.485044,610.4605641,0.000596927,169.197824,611.0776248,8.97E-05,183.2801323,610.1013975,0.000230577,0.443973303,3.007728457,0.000107719
417,1.233844757,1.702563047,0.001995289,124.1890578,613.5821095,0.000124514,140.0543258,609.1147237,0.004646839,141.5550066,611.4259515,0.001120048,183.0501504,612.4083033,3.32E-05,161.5460877,1.203941345,0.001266239,171.4455842,609.325808,0.000523074,169.1838827,611.0809088,0.000116774,183.7758598,610.2673054,0.000122971,0.533205032,210.0630893,0.000122565
418,1.240849972,1.719696999,0.002592441,1.726965427,0.272495508,0.0001049,140.5185508,609.1831284,0.001192391,141.2277237,611.3745112,0.000298059,182.860024,612.6251459,1.70E-05,162.4692583,1.171037197,0.000603587,178.5327595,610.3021126,0.00036944,169.6027775,610.9999294,6.62E-05,166.4930954,-0.887351036,9.67E-05,0.295590878,3.017194927,0.000106964
419,1.187091351,1.821635723,0.005373916,1.848267078,0.432649136,0.000194192,140.4913194,609.4094219,0.001141678,140.8022162,611.2877855,0.000368436,0.608631134,0.289894581,1.37E-05,173.2278585,1.552442551,0.001367369,183.2031455,611.0443087,0.000121417,0.609946966,-0.417329311,8.61E-05,168.2175264,-1.016506195,0.000197025,0.2712183,3.015904784,0.000154329
420,0.848506689,1.55963397,0.026611326,1.926718235,0.353559494,0.001138445,142.5769074,610.8536787,0.000760208,0.0573349,2.444560409,0.000418733,0.731823444,0.633483171,0.00010975,176.1572924,1.573133469,0.000764068,185.1680689,610.4025512,0.000850536,0.612155199,-0.405408382,0.000616623,2.546263099,3.08162117,0.000417949,-0.35592556,3.199348152,0.002253265
421,0.860429525,1.498634338,0.024654889,1.89756465,0.286882639,0.000903059,0.709282398,1.650532246,0.000228339,0.046604633,2.34561491,0.000357932,0.775967121,0.541874886,7.72E-05,176.2379675,1.308118582,0.000519607,184.9708672,610.3173532,0.000565385,0.606898308,-0.437828064,0.000449546,2.844768524,3.226837456,0.000295294,-0.091091156,3.013136983,0.001105252
422,0.847293615,1.502519608,0.031007143,1.91212821,0.326443911,0.000930563,0.911535263,1.694438934,0.000237988,0.083168268,2.291707873,0.000407824,0.801232576,0.531444073,7.94E-05,176.0067101,1.367851019,0.001150957,1.830039024,4.124986872,0.000677983,0.735146999,-0.469366074,0.000514734,3.188335896,3.421284258,0.000262909,0.096246958,2.884113193,0.000831714
423,0.893684387,1.583216667,0.018589616,1.844694853,0.335528135,0.000586197,142.2583966,610.2764339,0.000564024,141.5398667,611.8619771,0.000220508,0.673224211,0.499601603,4.24E-05,173.150223,1.007299662,0.000722051,1.766349554,4.025689663,0.000346613,0.644147158,-0.475513458,0.000287847,169.2914019,-1.505872726,0.000180093,0.089983225,3.018419921,0.000623284
424,1.180901527,1.453317881,0.005956457,124.957791,613.0815229,0.000324035,140.4045274,608.8880682,0.00225684,141.4296876,611.3538113,0.000913421,141.2979406,614.8370199,2.63E-05,162.6405644,1.461156607,0.000781699,173.9900573,608.3781214,0.000568419,170.9514987,611.7487054,0.000271276,184.2780879,610.5354514,0.000170835,0.159794331,2.86283946,0.000175067
425,1.009621143,1.452433109,0.003112699,1.863112211,0.187053204,0.00016146,138.1690965,610.0686874,0.000294701,139.6038912,611.6797047,0.00021396,166.0410981,612.8120193,1.37E-05,161.0606484,1.276418924,0.00106381,170.0184784,608.7748585,0.000708497,168.2488117,611.1766806,9.09E-05,183.7030025,609.959424,0.000185245,0.143237829,2.879138231,9.37E-05
426,0.986304045,1.430036306,0.003578156,1.8440485,0.199949503,0.000191943,129.8561959,611.0432429,8.74E-05,0.070979357,2.350353837,6.00E-05,0.46810174,0.086408138,1.06E-05,159.5484831,1.298667192,0.000502688,168.4365506,608.8289051,0.001157291,0.546261072,-0.623094559,7.55E-05,169.4929118,611.3676977,0.000111618,0.112284899,2.935564518,0.000111839
427,1.05690217,1.519776583,0.005030296,1.888714552,0.315693855,0.000250303,128.4764171,609.3653765,9.93E-05,141.758286,612.5737114,0.000139334,0.56235075,0.132984638,1.49E-05,157.2183787,1.020281553,0.000321278,168.2786124,609.8695865,0.001009473,0.66376996,-0.543876648,0.000107755,169.6446171,611.1053548,0.000186907,0.207354069,2.912904382,0.000156312
428,1.216221809,1.896037102,0.000647929,108.7370661,613.8832998,0.000154888,128.8950925,609.7268434,0.002127341,127.6056056,611.9597602,0.000375536,127.1637588,614.0527143,2.79E-05,145.8643894,1.490829945,0.000913097,167.6885724,610.338304,0.001740293,163.8201378,612.8022041,4.62E-05,169.131484,611.6067476,0.000256707,0.012457609,3.605496407,0.000112007
